nroatc,codigoatc,codigoatc_L,descatc,label
4200,R03AC04,R03AC04,R03AC04 - Fenoterol,R03AC04 - Fenoterol
4201,R03AC05,R03AC05,R03AC05 - Rimiterol,R03AC05 - Rimiterol
4202,R03AC06,R03AC06,R03AC06 - Hexoprenalina,R03AC06 - Hexoprenalina
4203,R03AC07,R03AC07,R03AC07 - Isoetarina,R03AC07 - Isoetarina
4204,R03AC08,R03AC08,R03AC08 - Pirbuterol,R03AC08 - Pirbuterol
4205,R03AC09,R03AC09,R03AC09 - Tretoquinol,R03AC09 - Tretoquinol
4206,R03AC10,R03AC10,R03AC10 - Carbuterol,R03AC10 - Carbuterol
4207,R03AC11,R03AC11,R03AC11 - Tulobuterol,R03AC11 - Tulobuterol
4208,R03AC12,R03AC12,R03AC12 - Salmeterol,R03AC12 - Salmeterol
4209,R03AC13,R03AC13,R03AC13 - Formoterol,R03AC13 - Formoterol
4210,R03AC14,R03AC14,R03AC14 - Clenbuterol,R03AC14 - Clenbuterol
4211,R03AC15,R03AC15,R03AC15 - Reproterol,R03AC15 - Reproterol
4212,R03AC16,R03AC16,R03AC16 - Procaterol,R03AC16 - Procaterol
4213,R03AC17,R03AC17,R03AC17 - Bitolterol,R03AC17 - Bitolterol
4214,R03AH,R03AH,R03AH - Combinaciones de agentes adrenérgicos,R03AH - Combinaciones de agentes adrenérgicos
4215,R03AK,R03AK,"R03AK - Adrenergicos en combinacion con corticosteroides u otras agentes, excluyendo los anticolinergicos","R03AK - Adrenergicos en combinacion con corticosteroides u otras agentes, excluyendo los anticolinergicos"
4216,R03AK01,R03AK01,R03AK01 - Epinefrina y otros agentes contra padecimientos obstructivos de las vías respiratorias,R03AK01 - Epinefrina y otros agentes contra padecimientos obstructivos de las vías respiratorias
4217,R03AK02,R03AK02,R03AK02 - Isoprenalina y otros agentes contra padecimientos obstructivos de las vías respiratorias,R03AK02 - Isoprenalina y otros agentes contra padecimientos obstructivos de las vías respiratorias
4218,R03AK03,R03AK03,R03AK03 - Fenoterol y bromuro de ipratropio,R03AK03 - Fenoterol y bromuro de ipratropio
4219,R03AK04,R03AK04,R03AK04 - Salbutamol y cromoglicato de sodio,R03AK04 - Salbutamol y cromoglicato de sodio
4220,R03AK05,R03AK05,R03AK05 - Reproterol y cromoglicato de sodio,R03AK05 - Reproterol y cromoglicato de sodio
4221,R03AK06,R03AK06,R03AK06 - Salmeterol y fluticasona,R03AK06 - Salmeterol y fluticasona
4222,R03AK07,R03AK07,R03AK07 - Formoterol y budesonida,R03AK07 - Formoterol y budesonida
4223,R03B,R03B,"R03B - OTROS AGENTES CONTRA PADECIMIENTOS OBSTRUCTIVOS DE LAS VÍAS RESPIRATORIAS, INHALATORIOS","R03B - OTROS AGENTES CONTRA PADECIMIENTOS OBSTRUCTIVOS DE LAS VÍAS RESPIRATORIAS, INHALATORIOS"
4224,R03BA,R03BA,R03BA - Glucocortocoides,R03BA - Glucocortocoides
4225,R03BA01,R03BA01,R03BA01 - Beclometasona,R03BA01 - Beclometasona
4226,R03BA02,R03BA02,R03BA02 - Budesonida,R03BA02 - Budesonida
4227,R03BA03,R03BA03,R03BA03 - Flunisolida,R03BA03 - Flunisolida
4228,R03BA04,R03BA04,R03BA04 - Betametasona,R03BA04 - Betametasona
4229,R03BA05,R03BA05,R03BA05 - Fluticasona,R03BA05 - Fluticasona
4230,R03BA06,R03BA06,R03BA06 - Triamcinolona,R03BA06 - Triamcinolona
4231,R03BA07,R03BA07,R03BA07 - Mometasona,R03BA07 - Mometasona
4232,R03BB,R03BB,R03BB - Anticolinérgicos,R03BB - Anticolinérgicos
4233,R03BB01,R03BB01,"R03BB01 - Ipratropio, bromuro de","R03BB01 - Ipratropio, bromuro de"
4234,R03BB02,R03BB02,"R03BB02 - Oxitropio, bromuro de","R03BB02 - Oxitropio, bromuro de"
4235,R03BB03,R03BB03,"R03BB03 - Estramonio, preparados con","R03BB03 - Estramonio, preparados con"
4236,R03BB04,R03BB04,"R03BB04 - Tiotropio, bromuro de,","R03BB04 - Tiotropio, bromuro de,"
4237,R03BC,R03BC,"R03BC - Agentes antialérgicos, excluyendo corticosteroides","R03BC - Agentes antialérgicos, excluyendo corticosteroides"
4238,R03BC01,R03BC01,R03BC01 - Ácido cromoglícico,R03BC01 - Ácido cromoglícico
4239,R03BC03,R03BC03,R03BC03 - Nedocromilo,R03BC03 - Nedocromilo
4240,R03BX,R03BX,"R03BX - Otros agentes contra padecimientos obstructivos de las vías respiratorias, inhalatorios","R03BX - Otros agentes contra padecimientos obstructivos de las vías respiratorias, inhalatorios"
4241,R03BX01,R03BX01,R03BX01 - Fenspirida,R03BX01 - Fenspirida
4242,R03C,R03C,R03C - ADRENÉRGICOS PARA USO SISTÉMICO,R03C - ADRENÉRGICOS PARA USO SISTÉMICO
4243,R03CA,R03CA,R03CA - Agonistas de receptores adrenérgicos alfa y beta,R03CA - Agonistas de receptores adrenérgicos alfa y beta
4244,R03CA02,R03CA02,R03CA02 - Efedrina,R03CA02 - Efedrina
4245,R03CB,R03CB,R03CB - Agonistas de receptores beta-adrenérgicos no selectivos,R03CB - Agonistas de receptores beta-adrenérgicos no selectivos
4246,R03CB01,R03CB01,R03CB01 - Isoprenalina,R03CB01 - Isoprenalina
4247,R03CB02,R03CB02,R03CB02 - Metoxifenamina,R03CB02 - Metoxifenamina
